video,yt_id,duration,title,singer,audio,lyric,year,submatch,match,tempo_transition_complexity,active_bpm_variance,pitch_high,pitch_low,pitch_range,rms_variation,repeat_area_size,repetition_ratio,key,scale,strength,tempo_variance,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,harmonicity,zcr,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,contrast_0,contrast_1,contrast_2,contrast_3,contrast_4,contrast_5,contrast_6
Blood Sweat & Tears.wav,tuEZ_8HdnwQ,3:38,피 땀 눈물,BTS,Q1,Q3,2016,0,1,0.1647411210954215,540.9032043150055,96.31529725464738,65.40639132514966,30.90890592949772,0.0138119887560606,49653594,0.5734179228114084,C,minor,0.8383266925811768,4.535998679255673,0.5173819065093994,0.3505855202674866,0.41311049461364746,0.42146074771881104,0.32468608021736145,0.43009284138679504,0.37240588665008545,0.5216137766838074,0.4094761908054352,0.4185760021209717,0.4828634560108185,0.4293738901615143,0.7133626341819763,0.17678189226639388,2.4537441730499268,47.214595794677734,-5.274148464202881,13.845697402954102,4.576896667480469,8.158219337463379,-4.265330791473389,5.741217613220215,-2.1653976440429688,4.760185241699219,-1.0107704401016235,1.6395251750946045,-1.3001497983932495,21.161757231451677,15.44723182663957,17.838890883135825,16.795278468310787,17.59696665279801,16.583499496641892,47.80381866526023
쩔어.wav,qi3dicwdbdQ,4:01,쩔어,BTS,Q1,Q3,2015,0,1,0.1644577730482732,459.38950544553165,145.14587018501834,65.40639132514966,79.73947885986868,0.0153451720252633,46210554,0.4360443467164914,Bb,minor,0.936397910118103,4.279944318705765,0.4632643163204193,0.4795711636543274,0.39815545082092285,0.4253753423690796,0.40970566868782043,0.4902978539466858,0.3448413610458374,0.31897130608558655,0.37524574995040894,0.40257421135902405,0.5081586837768555,0.42440634965896606,0.771587073802948,0.13641190323594854,0.2426738440990448,52.04835891723633,-13.77125358581543,9.027112007141113,-2.982309341430664,1.6067726612091064,0.21656683087348938,6.006885051727295,0.6424596309661865,3.8645241260528564,0.38615280389785767,3.718194007873535,-0.03737179562449455,21.547936984821604,14.542599421141434,17.067246876782075,17.199427661993592,17.993660333819747,17.18319441642884,47.295981447177375
아예 (AH YEAH).wav,B6QlcMCD2Ko,2:57,AH YEAH,WINNER,Q1,Q2,2019,0,1,0.1422198897927053,317.74245078103604,445.11255373284587,65.40639132514966,379.7061624076962,0.007419598288834,40478732,0.7046051076418977,G,major,0.96941077709198,2.483077874489818,0.2841591536998749,0.28248587250709534,0.4519597291946411,0.29550644755363464,0.3287910521030426,0.259402871131897,0.3935911953449249,0.52744060754776,0.328991174697876,0.3774276375770569,0.2988153398036957,0.36899855732917786,0.68968266248703,0.13374748620358828,-43.400535583496094,62.0721549987793,1.9311732053756714,14.622703552246094,-1.0662689208984375,1.699979305267334,-3.027533769607544,0.8078649640083313,-2.344144105911255,4.730878829956055,-5.410192012786865,-0.1447298228740692,-4.955046653747559,20.040484885480357,16.263285833918573,19.984717711733573,18.409704809808513,17.276009832628386,17.273635530188482,47.67880778107335
You don’t know love (촌스럽게 왜 이래 (YOU DON’T KNOW LOVE)).wav,-6D1nhqoAyY,3:27,촌스럽게 왜 이래,케이윌,Q1,Q2,2012,0,1,0.1335877862595419,763.2033727900372,502.5162292967395,65.40639132514966,437.10983797158985,0.0141630619764328,40455066,0.5147145524090014,C,major,0.902495503425598,4.124107537500533,0.439716637134552,0.3194723427295685,0.39060258865356445,0.3338377773761749,0.38544854521751404,0.28774040937423706,0.22444261610507965,0.2952013313770294,0.25160130858421326,0.3150827884674072,0.25758096575737,0.3683069050312042,0.6991604566574097,0.11117182677469135,-48.43583297729492,75.35428619384766,30.759410858154297,10.127769470214844,4.988707065582275,5.228895664215088,-7.621669769287109,6.670736789703369,-5.693065643310547,-1.365656852722168,-2.0544514656066895,-1.3195894956588745,-5.062270641326904,19.06612138868147,16.434397239061898,19.8393433778694,19.199495486203936,18.20170562903163,17.302591175828614,47.7205494940266
Please don’t… (이러지마 제발 (PLEASE DON’T…)).wav,x8UCXVZ6IWY,3:56,이러지마 제발,케이윌,Q4,Q3,2012,0,1,0.1522962962962963,465.7134924554185,535.48154601506,65.40639132514966,470.0751546899103,0.0134833892807364,63550332,0.6251458657868908,F#,minor,0.953488826751709,4.535562537489634,0.2884538471698761,0.3916096091270447,0.25890856981277466,0.22904841601848602,0.29936128854751587,0.3607163727283478,0.48532241582870483,0.2910999357700348,0.31809327006340027,0.33895421028137207,0.27194079756736755,0.3221333622932434,0.7517434358596802,0.08927423471177594,-66.21666717529297,86.77130126953125,19.87604522705078,14.999533653259277,6.411692142486572,12.254645347595215,0.15974555909633636,6.178011417388916,-4.411673545837402,-0.7004027366638184,-1.4892871379852295,-1.0635918378829956,-4.415716171264648,19.584920408543162,16.087144078090784,20.19484919371373,19.604147215396914,18.374533082773493,16.756585507103857,47.07874394109746
Love Equation (이별공식).wav,xvubar0cgH0,3:30,이별공식,빅스,Q1,Q3,2013,0,1,0.1164391164391164,175.14016009520506,361.54373841774776,65.40639132514966,296.13734709259813,0.0113535812124609,64854960,0.8066725737698202,Bb,major,0.9598212242126464,1.1654944404579286,0.33098751306533813,0.2773805558681488,0.3535464406013489,0.3538532853126526,0.3103029131889343,0.4683777987957001,0.3097449243068695,0.3263228237628937,0.2701030671596527,0.3910367488861084,0.502130389213562,0.32361921668052673,0.6909515857696533,0.11062293825965701,-8.600132942199707,77.57518005371094,8.657569885253906,15.465478897094727,2.3436264991760254,9.460545539855957,-7.177696228027344,-0.10893744975328445,5.725097179412842,2.8435933589935303,-3.0225727558135986,1.517958402633667,-0.6927337050437927,19.869021665448003,14.942257652525136,18.92071115517239,18.190429098207495,19.255034734473483,16.445423371868912,47.06377692683323
손대지마 (손대지마).wav,O8GCcI9CvBo,3:25,손대지마,에일리,Q1,Q2,2014,0,1,0.141785957736878,946.2291622491244,132.33275396903284,65.40639132514966,66.92636264388318,0.0112862950190901,69313818,0.9033606920161964,G,minor,0.8968798518180847,3.831836405123678,0.3929239809513092,0.3992425501346588,0.4849598705768585,0.32555869221687317,0.3219265043735504,0.3936624825000763,0.3972877860069275,0.4987131655216217,0.3708954453468323,0.378500372171402,0.43825051188468933,0.3631581664085388,0.6956485509872437,0.11952245183978073,-1.29340660572052,77.46849060058594,-7.496160507202148,21.959182739257812,7.8615264892578125,10.544318199157715,8.233015060424805,10.991579055786133,5.1817851066589355,10.878320693969727,-4.118649482727051,6.2606587409973145,1.666896939277649,17.090687204188583,14.177563457287402,17.261239783359567,18.612776014933463,19.026331903231487,18.23545702495964,48.85347846532586
U & I (U & I).wav,gx3yY8YpGYQ,3:15,U & I,에일리,Q1,Q2,2013,0,1,0.2107334525939177,825.9306521534287,385.26118901858945,65.40639132514966,319.85479769343976,0.0105290189385414,54825036,0.7877465257060381,D,minor,0.8974185585975647,3.659929179472747,0.43688133358955383,0.36945778131484985,0.4457835257053375,0.29657644033432007,0.3425188958644867,0.3590543568134308,0.29923006892204285,0.3866041600704193,0.40133270621299744,0.5611141324043274,0.31838467717170715,0.32296091318130493,0.5927918553352356,0.1633673426134331,18.82532501220703,57.16279220581055,-2.9001054763793945,21.68582534790039,3.6571438312530518,1.167671799659729,-0.8503349423408508,6.669167518615723,-2.2436468601226807,7.949487209320068,-7.137452125549316,2.218644380569458,-4.835339069366455,18.34397427548057,14.267032136347039,17.611420585895694,19.445536144262853,19.215840908942997,18.46318233706353,49.48856335408331
보여줄게 (보여줄게).wav,AeVsG5rfTjo,3:54,보여줄게,에일리,Q1,Q2,2012,0,1,0.2017874875868917,1011.6884185675444,178.6955271983718,65.40639132514966,113.28913587322214,0.0240878369659185,48022588,0.4775954941601831,G,minor,0.8791486024856567,4.488419427628076,0.4089601933956146,0.30271291732788086,0.39799946546554565,0.2622610032558441,0.217238649725914,0.26713985204696655,0.2549511194229126,0.3790815472602844,0.3005085289478302,0.43811288475990295,0.44381967186927795,0.2950619161128998,0.7003909349441528,0.1076877870531281,-51.05198287963867,89.0521011352539,-1.0311535596847534,18.795127868652344,6.000415325164795,2.9023823738098145,4.1858229637146,0.8195453882217407,-1.4094430208206177,3.384976625442505,-8.624798774719238,1.2243608236312866,-2.26649808883667,20.12501357510699,16.37283246200164,19.79602596615589,20.222491068453103,19.860358374331586,19.29015403160728,47.792047834108466
Shock (SHOCK).wav,YHAXAcWxi0I,3:46,Shock,비스트,Q1,Q2,2010,0,1,0.1281259648039518,445.15469321364446,95.76056196257365,65.40639132514966,30.35417063742399,0.0099010113626718,65310750,0.6977946161131972,C,minor,0.9090240597724916,1.9427248405398672,0.4775351881980896,0.4023389220237732,0.5021855235099792,0.5368258357048035,0.4197371006011963,0.43243321776390076,0.39455506205558777,0.5019718408584595,0.39296674728393555,0.3827972412109375,0.44262686371803284,0.40576592087745667,0.7325664162635803,0.11063296365261913,0.35281112790107727,65.91950988769531,14.639479637145996,19.684194564819336,8.839486122131348,11.532694816589355,2.5974879264831543,12.054311752319336,2.853881359100342,8.804841041564941,2.7377941608428955,4.508660793304443,0.5573711395263672,17.892881858923413,15.14282885369016,18.05176280195157,16.993934663515198,17.277154097299064,16.2494218429014,46.04905076721376
YeY (예이 (YEY)).wav,MgYcgQdz4mI,3:36,YeY,비스트,Q1,Q3,2015,0,1,0.1387544369151339,740.5423254350601,514.2619893669481,65.40639132514966,448.8555980417984,0.015228297561407,61704128,0.7204573909487882,D,minor,0.9392986297607422,2.8197714725961474,0.34757882356643677,0.3625219762325287,0.4756830334663391,0.3080999553203583,0.3421030342578888,0.4339304268360138,0.3088303506374359,0.3908821642398834,0.33547496795654297,0.4609040319919586,0.3022541403770447,0.2703642249107361,0.660689651966095,0.13478274661853287,26.688528060913086,71.11898803710938,-0.712794303894043,13.227767944335938,-0.9706162810325623,2.7549872398376465,-5.799267768859863,5.03193998336792,-6.0005202293396,-0.29494309425354004,-6.00594425201416,-1.9342130422592163,-7.104641437530518,19.11717721944396,15.185565217628245,18.507588804300273,17.7386784271402,17.299875211273008,16.264040699030375,48.01949387876859
Palette (feat. G-DRAGON) (팔레트 (feat. G-DRAGON)).wav,2C1Jg04INb4,3:38,Palette,IU,Q3,Q4,2017,1,1,0.0995301153353267,156.1781111566177,293.6647679174075,65.40639132514966,228.25837659225783,0.019173365086317,47080730,0.5418406474126555,C,major,0.956125259399414,4.055768382444846,0.5556865930557251,0.3373095691204071,0.362758070230484,0.29304125905036926,0.3760676085948944,0.2966817021369934,0.2597392201423645,0.3589579164981842,0.3122093677520752,0.3304481506347656,0.2954554557800293,0.3770124912261963,0.6370182037353516,0.0941711191130927,-73.91846466064453,93.22444915771484,25.56955909729004,19.814632415771484,12.386841773986816,2.9851183891296387,3.7457213401794434,-2.451057195663452,0.3821293115615845,3.2353155612945557,-5.287463188171387,2.4965968132019043,0.5591710805892944,18.84450131884512,16.836220392933253,20.348835087887455,19.04011266715829,18.58804800835998,17.909506680147476,47.67218257885659
Dear Name (이름에게).wav,JSOBF_WhqEM,4:50,이름에게,IU,Q3,Q4,2017,1,1,0.2126363053239256,1353.3473912159775,622.2539674441617,65.40639132514966,556.847576119012,0.0111951418220996,27322844,0.1768555062910186,D,major,0.9148218631744384,0.4146677042813138,0.16089490056037903,0.2616123855113983,0.3778823912143707,0.2526121735572815,0.2764972150325775,0.20821939408779144,0.26667582988739014,0.25782546401023865,0.24971500039100647,0.41679057478904724,0.2583300471305847,0.19068607687950134,0.8676861524581909,0.08713710116911882,-96.14730834960938,103.7299575805664,17.9581241607666,9.820756912231445,6.192206859588623,1.3336082696914673,7.595724582672119,-4.772526264190674,0.8074817061424255,2.0817277431488037,-5.595458984375,3.7607908248901367,-1.5693161487579346,18.882183580554738,16.994009414161905,22.78672449264452,23.182888433589813,21.707201882403755,19.72373716192753,49.43604359605232
Meaning of you (너의 의미 (feat. 김창완)).wav,LajvR3lH1cg,3:16,너의 의미,IU,Q3,Q4,2014,1,1,0.1444853377656417,492.3268720482602,238.52991146631203,65.40639132514966,173.12352014116237,0.0107694305479526,18272254,0.2601670331147364,Eb,major,0.9243531227111816,4.948129976531906,0.2551003098487854,0.17495042085647583,0.3009777367115021,0.4578026533126831,0.23728156089782715,0.36345311999320984,0.22720204293727875,0.2935729920864105,0.2756649851799011,0.2603043019771576,0.43523138761520386,0.24127258360385895,0.8413078188896179,0.0641840282930666,-112.2719955444336,125.0631332397461,7.052438259124756,18.0050106048584,11.161759376525879,5.687366962432861,1.6071488857269287,0.3783533275127411,-2.7321977615356445,1.6836366653442383,-6.354398250579834,0.13193336129188538,-5.996891975402832,20.015813848317546,18.702618746980786,21.780587768989555,21.155835667355873,21.214678800797458,19.663752432322394,48.94070594486818
너라서 (Because it's you).wav,E3dy6DipQ8w,4:17,너라서,다비치,Q3,Q4,2012,1,1,0.1909329472445932,1356.843681511803,644.1977062160751,65.40639132514966,578.7913148909254,0.0098251337185502,22542216,0.1860117224385122,Bb,major,0.9362224340438844,0.8079046304231458,0.2853659391403198,0.178629532456398,0.30935680866241455,0.2681868076324463,0.2133803814649582,0.3736092448234558,0.21554262936115265,0.2395254522562027,0.16484758257865906,0.29965895414352417,0.39683786034584045,0.19709913432598114,0.8290358185768127,0.07721559771174555,-203.06442260742188,105.65823364257812,8.39945125579834,8.94977855682373,6.014065265655518,-4.920076370239258,0.5146231651306152,-7.183446407318115,-5.6460652351379395,-2.1214966773986816,-14.193684577941895,-4.679281711578369,-8.243780136108398,20.91844940921378,18.448594458586488,22.55564167579838,22.34897703441086,21.691691620354153,21.081633757805466,47.34890260644343
Dear..wav,Wzwr5AKu0pY,3:54,나의 오랜 연인에게,다비치,Q3,Q4,2019,1,1,0.1706372840976772,1011.4823295601432,180.77186920887385,65.40639132514966,115.3654778837242,0.0134149882942438,37695074,0.3745871252069144,Ab,major,0.9367282390594482,1.843911900565412,0.3307785093784332,0.2952125370502472,0.2285834550857544,0.3421536684036255,0.24964825809001923,0.2415335774421692,0.21391113102436066,0.2933658957481384,0.38748055696487427,0.3277477025985718,0.29584330320358276,0.2347729653120041,0.8054504990577698,0.09671734826347528,-56.44245529174805,105.3857192993164,6.4486846923828125,8.947925567626953,11.579094886779785,0.5264608263969421,5.957927703857422,-3.1267480850219727,-0.7556700706481934,1.9396167993545532,-10.765384674072266,1.6701058149337769,-4.670182228088379,19.132195986327094,17.262980772047758,20.978732363386207,20.967010490734523,20.676168545816296,20.463616178559988,46.92235539844699
Falling in Love.wav,dnwgg8R0Zho,3:47,Falling In Love,2NE1,Q3,Q1,2013,1,1,0.0829063332650133,58.42968339661161,86.30425076864258,65.40639132514966,20.89785944349292,0.0094745680689811,40395682,0.4279614335867404,B,major,0.9108644127845764,2.4190684204565094,0.5077942609786987,0.4423515796661377,0.34356606006622314,0.36695998907089233,0.2766398787498474,0.24622900784015656,0.3359583616256714,0.30536872148513794,0.34634390473365784,0.35384297370910645,0.4728577435016632,0.6221739649772644,0.8446970582008362,0.1037510087876614,-25.953144073486328,66.83885955810547,-17.635540008544922,16.175579071044922,-5.650603294372559,2.206313133239746,4.105219841003418,0.9440106749534607,2.5274202823638916,9.411760330200195,-3.8137216567993164,7.382925987243652,-1.2805880308151245,23.61128447904812,16.162622061873194,19.649372388612235,19.318983199488358,19.571226171649908,19.526303187631303,48.90567896044599
I Don't Care.wav,ORHR-ZA4RyM,3:59,I Don't Care,2NE1,Q3,Q1,2009,1,1,0.0587604755408302,76.36247994988902,155.56349186104043,65.40639132514966,90.15710053589078,0.0126784928143024,78647442,0.753052590537292,E,major,0.8040231466293335,2.968449729470747,0.2909248471260071,0.2954355776309967,0.25983157753944397,0.38118553161621094,0.49314701557159424,0.34798264503479004,0.3876431882381439,0.38422536849975586,0.5549868941307068,0.42449644207954407,0.37339457869529724,0.47498655319213867,0.696711003780365,0.12749959841222472,-37.415645599365234,71.62031555175781,-0.14876219630241394,19.117568969726562,6.263552665710449,7.763466835021973,8.724013328552246,6.631285190582275,2.334526538848877,9.92434024810791,-7.817320346832275,4.052372455596924,-4.008615016937256,18.681238395659143,16.33648394783376,19.308644881609254,19.256178001683935,19.64019387277039,19.425043828650438,48.650349915991214
Feel Special.wav,2zZxNpzqcAc,3:27,Feel Special,TWICE,Q1,Q4,2019,2,0,0.1228956228956228,239.81915370187724,88.83315834800462,65.40639132514966,23.42676702285496,0.0140818571671843,56159222,0.7141980988129141,F,minor,0.871226966381073,1.7648985090252105,0.5011841058731079,0.36301615834236145,0.3430391848087311,0.44710448384284973,0.3646155595779419,0.40965619683265686,0.29846253991127014,0.3979801833629608,0.5442366003990173,0.39377009868621826,0.46672651171684265,0.3814903497695923,0.6835770606994629,0.14736980262696409,20.659500122070312,63.55781936645508,-2.1376044750213623,11.297060012817383,2.0940234661102295,7.331625938415527,0.09152078628540039,2.6285440921783447,1.3777426481246948,4.295352935791016,-4.553671360015869,2.4241831302642822,-1.8915846347808838,20.24529443447726,14.296626076312233,17.177699135130272,17.4459451761838,18.00679841364332,16.76800979206482,48.01814943169607
고쳐주세요.wav,hCpwMZFe_FM,3:07,고쳐주세요,볼빨간 사춘기,Q3,Q4,2017,1,1,0.1554003492142679,635.439550236214,590.7319012233158,65.40639132514966,525.3255098981662,0.0085340598598122,35038622,0.5508472439261358,G,major,0.9431270956993104,3.5787094167219253,0.24065712094306946,0.22135280072689056,0.31442975997924805,0.21202483773231506,0.22783267498016357,0.18284928798675537,0.32691675424575806,0.5840007662773132,0.30612602829933167,0.3513815701007843,0.26448455452919006,0.3123418688774109,0.7655243277549744,0.10812378690914193,-11.711894035339355,79.39126586914062,-6.436379432678223,23.85598373413086,8.906123161315918,10.641217231750488,5.2078752517700195,2.1457443237304688,0.6214742660522461,4.512480735778809,-6.649791717529297,-0.976754903793335,-6.321954727172852,19.389056142891853,17.412797760389623,21.238042550621213,20.124494774728788,19.94030767548141,18.53131191207383,47.341605860216035
처음부터 너와 나.wav,4_phMXGTgrM,3:25,처음부터 너와 나,볼빨간 사춘기,Q3,Q4,2016,1,1,0.1837106131270617,719.3630614479001,551.1723529946163,65.40639132514966,485.7659616694666,0.0132297463715076,36306704,0.4743726410851683,G,major,0.7902547717094421,3.869134111066133,0.29620832204818726,0.21419499814510345,0.27454835176467896,0.21561656892299652,0.22991237044334412,0.2257848083972931,0.2796265184879303,0.41955336928367615,0.27326318621635437,0.3573114573955536,0.26919886469841003,0.30034777522087097,0.7655788660049438,0.08301742149286202,-53.69283676147461,97.35822296142578,2.2283976078033447,25.658889770507812,7.436842441558838,2.7390105724334717,1.59607994556427,-1.5693793296813965,1.6168042421340942,0.7031611800193787,-12.054341316223145,-4.1260085105896,-6.396958827972412,19.51659793854162,16.332961715434067,21.09298578280693,21.12272401022369,20.46712301797985,19.711807221024443,46.57286733659029
우주를 줄게.wav,0i2wOl5PDOw,3:34,우주를 줄게,볼빨간 사춘기,Q3,Q4,2016,1,1,0.0916395222584147,159.24357357166184,523.2511306011972,65.40639132514966,457.8447392760475,0.0149657139554619,41862020,0.4981020680637791,C,major,0.9374516010284424,5.383816841722545,0.4363115429878235,0.2569541037082672,0.3007418215274811,0.22484134137630463,0.3116764426231384,0.24210447072982788,0.24489189684391022,0.40655502676963806,0.2868862450122833,0.3292698860168457,0.27342694997787476,0.4236500561237335,0.7455219030380249,0.09843081993078176,-34.33160400390625,89.39855194091797,3.213681221008301,16.489795684814453,7.499669075012207,1.9410512447357178,-1.986737608909607,-0.43884098529815674,-2.541016101837158,0.4864276945590973,-11.005544662475586,-2.312767505645752,-5.382702350616455,20.212345376752477,17.243964439365605,20.794799721607493,20.56838500972438,19.70280189218504,18.618752823351603,46.873789384965946
Lead me (LEAD ME).wav,8l93E8mAJfU,3:43,Lead Me,씨스타,Q3,Q1,2013,1,1,0.0694111516414799,57.57138404496219,141.8307339283537,65.40639132514966,76.42434260320405,0.0102403694763779,35331482,0.3871932370250008,E,major,0.7692506313323975,2.9651432685403405,0.28874725103378296,0.3126693665981293,0.2400287538766861,0.334340900182724,0.4636683166027069,0.32400891184806824,0.4542689323425293,0.3797749876976013,0.484600692987442,0.3814849853515625,0.34697264432907104,0.41291967034339905,0.7754326462745667,0.11906907487623762,-23.258468627929688,71.257568359375,7.425673961639404,12.350226402282715,0.1539386659860611,2.194788694381714,4.36672306060791,1.6912521123886108,5.673950672149658,6.523525238037109,-0.21742983162403107,4.530725479125977,-2.2368733882904053,20.459062174554447,15.419373840859864,19.44176862059508,19.150355744520255,18.959990716896193,17.48170274405863,46.929701378856265
I Choose To Love You (널 사랑하겠어).wav,CXETtH7hlkk,3:31,널 사랑하겠어,씨스타,Q3,Q1,2013,1,1,0.1148499558693733,641.2514656490007,698.4564628660077,65.40639132514966,633.050071540858,0.0141314044594764,55187264,0.6780806606305035,C,major,0.8441535234451294,3.661482194931812,0.3390900194644928,0.2513231933116913,0.34328868985176086,0.2572992146015167,0.3461621105670929,0.37014514207839966,0.2785371243953705,0.3659909665584564,0.27600952982902527,0.40289631485939026,0.33754485845565796,0.2744831144809723,0.702986478805542,0.08249733909611141,-112.61045837402344,91.74232482910156,11.790655136108398,13.994512557983398,2.549410581588745,0.8854235410690308,4.732756614685059,-12.515656471252441,11.005266189575195,-5.032912731170654,-3.989699363708496,1.1182936429977417,0.040712904185056686,21.801706317905694,17.24831382868331,22.11216628469394,22.033937284450996,21.7737663433529,19.740402036320898,46.282035012418845
Mirror Mirror (거울아 거울아).wav,0o58LfAUZPA,3:37,거울아 거울아,포미닛,Q3,Q1,2011,1,1,0.1078473413379073,614.6804731540113,121.34967043801213,65.40639132514966,55.943279112862456,0.0132027491927146,69073638,0.8011276899197186,Ab,minor,0.8282456398010254,1.713850975693368,0.2978420853614807,0.32774829864501953,0.33537185192108154,0.4434443414211273,0.3086557388305664,0.3082488477230072,0.3577312231063843,0.33888787031173706,0.4065122902393341,0.37355706095695496,0.49317532777786255,0.386676549911499,0.7119626998901367,0.12544085599137006,-7.509775638580322,68.367431640625,3.620049238204956,13.415937423706055,9.376819610595703,4.472354888916016,5.661048412322998,4.377020835876465,2.2354226112365723,6.306905269622803,-3.7958641052246094,2.448436737060547,-2.6340742111206055,19.13774624256245,15.05736541326607,17.921459923968218,18.95840740206983,18.073540412698513,16.925268959136854,47.143498016184694
새벽한시 (1AM).wav,6sbCVsiQrlk,3:12,새벽한시 1AM,태양,Q3,Q1,2014,1,1,0.177758954501452,467.51208170077655,107.48759652776704,65.40639132514966,42.0812052026174,0.0127530787140131,24650916,0.3646959505991902,G,major,0.8937614560127258,3.5260768303997745,0.410009503364563,0.3239920139312744,0.4400023818016052,0.33664602041244507,0.39596930146217346,0.3313834071159363,0.44100120663642883,0.4224758446216583,0.33040472865104675,0.39853325486183167,0.4003934860229492,0.5575414896011353,0.7716249823570251,0.12405209388991409,1.5040863752365112,66.9560775756836,3.151691198348999,18.371047973632812,0.990422248840332,6.202334880828857,-1.220167636871338,9.998369216918945,2.458831548690796,9.697020530700684,3.0191049575805664,4.1725616455078125,0.574763298034668,20.770323633529838,16.084164752127272,18.509771059785006,17.910677917509254,17.63923569369314,16.594950973301938,47.99256544236403
하루하루 (Haru Haru).wav,c84VnpGFbrw,4:17,하루하루,빅뱅,Q3,Q4,2008,1,1,0.1370471014492753,412.78691070678434,349.2282314330038,65.40639132514966,283.8218401078542,0.0158779080957174,77508160,0.6408545715397294,F#,major,0.9584893584251404,4.568790242927909,0.27858102321624756,0.4213724732398987,0.27546757459640503,0.2958565950393677,0.2665698826313019,0.4449215531349182,0.5682044625282288,0.28529882431030273,0.32335829734802246,0.27492108941078186,0.41006192564964294,0.2781178951263428,0.709827184677124,0.1117729297582654,-54.143455505371094,86.37594604492188,-5.975365161895752,9.907039642333984,2.0403013229370117,1.1746540069580078,-8.571828842163086,0.9373984336853027,-3.2700507640838623,4.159799575805664,-3.767716884613037,-3.4220657348632812,-1.388781189918518,20.20290185302548,16.80076150614571,19.77988748846515,19.354482821235123,19.875995094759812,18.227321431051422,48.073371618369585
2 빛이 되어줘 (선공개곡).wav,zlVJBoBPy0c,3:27,빛이 되어줘,블락비,Q3,Q4,2013,1,1,0.176,715.4676910136878,508.35518662380014,65.40639132514966,442.94879529865045,0.0148297837004065,47264990,0.6058599986135654,G,major,0.9554317593574524,4.208830226003708,0.28044867515563965,0.2774474322795868,0.46077102422714233,0.27339810132980347,0.3006837069988251,0.22596821188926697,0.3993389308452606,0.4744443893432617,0.2965969443321228,0.40606585144996643,0.2753750681877136,0.3882110118865967,0.7227411270141602,0.1249109815140845,-58.07579040527344,84.43111419677734,5.87988805770874,14.78373908996582,2.38950514793396,3.00705623626709,-3.531863212585449,4.625400543212891,-4.233474254608154,3.6052238941192627,-2.7744977474212646,-1.919016718864441,-0.6839727163314819,18.814076949765205,15.905439361456365,19.971193425803307,19.883019425056506,19.93448439577874,18.523543241101013,47.959440156449524
여수 밤바다.wav,eO8w9xFArpE,4:41,여수밤바다,버스커버스커,Q3,Q4,2012,1,1,0.1154579361790302,1229.440969345318,263.1411467822288,65.40639132514966,197.73475545707916,0.0051560602150857,45107608,0.3120758965656312,E,major,0.9044310450553894,3.039554064541926,0.20219716429710388,0.2292051613330841,0.1870269775390625,0.4013793170452118,0.5601516366004944,0.30599263310432434,0.30801647901535034,0.2643015384674072,0.3888534605503082,0.3027206361293793,0.2727680504322052,0.37454643845558167,0.8427639603614807,0.07070895280770825,-109.51166534423828,113.9021224975586,11.196855545043945,23.655750274658203,-2.1123499870300293,6.227088928222656,5.784328460693359,4.66718864440918,-9.209028244018555,9.316051483154297,-0.8027324080467224,2.1997504234313965,0.7241332530975342,20.728227979247155,17.6593654030958,21.56477687305999,21.84492649317816,20.350447737258165,20.136294750564236,49.26705071344796
예뻤어 You Were Beautiful.wav,Mhyi9p7T7OM,4:44,예뻤어,데이식스,Q3,Q1,2017,1,1,0.1161951619516195,1216.9710615777744,171.61434972294217,65.40639132514966,106.20795839779252,0.0135316783562302,54578476,0.3695644142623724,Eb,major,0.8924136757850647,5.773342741637343,0.26574766635894775,0.17940202355384827,0.26190876960754395,0.3565841615200043,0.2778644561767578,0.4026477634906769,0.34344714879989624,0.5069848299026489,0.39120376110076904,0.31298598647117615,0.39474767446517944,0.2555493116378784,0.7969146370887756,0.0997882312807503,-31.410951614379883,94.25614166259766,-6.588233947753906,26.003990173339844,6.875635623931885,6.835971355438232,-1.6584581136703491,4.6259379386901855,-2.0558290481567383,10.976847648620605,-1.8591800928115845,2.0187864303588867,-3.470703363418579,20.162818137828594,16.282761566206947,19.978081975166752,19.14302328518939,18.658357247512257,18.380991058419585,49.87258217567721
Summer (뜨거운 여름밤은 가고 남은 건 볼품없지만).wav,Kx8pJzPodsY,4:03,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비,Q3,Q4,2016,1,1,0.1125549398050831,1497.0680281766672,142.65235101161107,65.40639132514966,77.24595968646142,0.0107183093205094,40132850,0.3693795615090277,Eb,major,0.8491999506950378,5.112361364222792,0.3117615282535553,0.2145179659128189,0.30787408351898193,0.4079986810684204,0.296164870262146,0.35046660900115967,0.24933716654777527,0.42267879843711853,0.3642895519733429,0.22805510461330414,0.33635807037353516,0.23761220276355743,0.8184422254562378,0.07883666082433595,-25.021949768066406,108.62594604492188,2.7066433429718018,22.008014678955078,8.741917610168457,7.586816310882568,-4.407211780548096,5.032877445220947,-1.7104541063308716,1.559738039970398,-3.335846424102783,-0.779037594795227,-3.714492082595825,17.527184324328772,16.81843797396159,20.57282043631489,19.916897379556882,19.69327463156959,17.950090964528073,48.739726495126455
