video,yt_id,duration,title,singer,lyric,year,submatch,match,tempo_transition_complexity,active_bpm_variance,pitch_high,pitch_low,pitch_range,rms_variation,repeat_area_size,repetition_ratio,key,scale,strength,tempo_variance,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,harmonicity,zcr,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,contrast_0,contrast_1,contrast_2,contrast_3,contrast_4,contrast_5,contrast_6,valence,arousal,audio
상상.wav,QEpKgCzikTE,2:56,상상,볼빨간 사춘기,Q3,2016,0,1,0.0931989924433249,146.71445949493616,587.329535834815,65.40639132514966,521.9231445096653,0.0099031450226902,25694208,0.4567250233302226,G,major,0.935098111629486,4.496635846379828,0.3257621526718139,0.2940089404582977,0.3987680375576019,0.2445732951164245,0.2740675210952759,0.2254621684551239,0.3959706127643585,0.4081042110919952,0.2220011800527572,0.2366078346967697,0.2235132604837417,0.327786773443222,0.7465864419937134,0.1000779126756595,-102.59457397460938,85.36697387695312,-5.968208312988281,24.820955276489254,10.868891716003418,3.0894522666931152,0.2789201140403747,-0.520294725894928,2.7690680027008057,-1.774649977684021,-9.19826889038086,-2.6230146884918213,-8.106948852539062,20.51467041167041,18.025162736161608,21.951373077669597,20.6188191396675,20.14238290958323,19.943285985946577,46.82844298786467,0.6733363270759583,0.653745174407959,Q1
Bad boy (바빠 (BAD BOY)).wav,LD_LbLnzSDE,3:33,바빠,씨스타,Q2,2013,0,1,0.1040122110771914,293.76403563510485,594.1539763140034,65.40639132514966,528.7475849888538,0.0091779995709657,58511404,0.702015230881402,G,major,0.945675253868103,4.187258988250258,0.2587428987026214,0.2848057448863983,0.4690820872783661,0.3090144693851471,0.3357234597206116,0.2531333565711975,0.3686167299747467,0.4818964898586273,0.330092191696167,0.4387690722942352,0.270373523235321,0.314467191696167,0.6729295253753662,0.1269412001199302,-56.08311462402344,74.38973999023438,-7.277773857116699,12.886018753051758,1.9878016710281372,0.7575832605361938,2.277210235595703,-4.392915725708008,3.877917766571045,2.8434863090515137,-5.880319118499756,2.20320725440979,-3.8044400215148926,18.937423685501493,15.842121961554325,19.64927932332856,19.89865850787903,20.423140326979414,19.1117056404216,46.781196133428985,0.8364214301109314,0.7440747618675232,Q1
Shady Girl (가식걸).wav,-94h_QBJcKg,3:16,가식걸,씨스타,Q2,2010,0,1,0.0746463806014501,174.74628081276978,496.74433811469765,65.40639132514966,431.337946789548,0.0113169932737946,61639482,0.8797437303816855,C#,minor,0.832021176815033,3.231397974789239,0.3495997488498688,0.4108933508396148,0.2941970825195312,0.3648521304130554,0.4723913967609405,0.3471197187900543,0.4527169466018677,0.3796309232711792,0.5147126913070679,0.3833546638488769,0.3457265794277191,0.4782358705997467,0.5808612704277039,0.1253150931779686,-38.76866149902344,77.14694213867188,-7.366151332855225,22.61175537109375,2.112999439239502,-0.2994841635227203,10.25643253326416,-0.5663350820541382,8.601045608520508,2.6373536586761475,-0.2925106585025787,4.014440536499023,-4.191670894622803,18.66449004697236,15.248926331208684,18.602660046401923,20.72574608879119,19.33261268644914,19.58608175593795,46.487111349788734,0.8512774705886841,0.7660595178604126,Q1
Ma boy (MA BOY).wav,p3wgNv2xeA8,3:19,Ma Boy,씨스타,Q2,2011,0,1,0.1091759205143191,218.36848317740504,1034.4821575295755,65.40639132514966,969.075766204426,0.0118382396176457,45843616,0.6326516102307925,Bb,major,0.9471702575683594,2.943917652212527,0.3620976507663727,0.288869172334671,0.3973813951015472,0.3044628202915191,0.2847398519515991,0.4003959894180298,0.3093909025192261,0.3458908796310425,0.2919214963912964,0.3988495469093323,0.501785397529602,0.2957020103931427,0.6853933930397034,0.1179337056180596,-70.47623443603516,83.91441345214844,-9.613619804382324,9.83542537689209,0.1835052222013473,-2.649000406265259,9.0640869140625,-9.201438903808594,7.821049690246582,-0.3368211984634399,-4.6033549308776855,2.4350712299346924,-1.493486762046814,18.453774204034534,16.489711439281383,19.508140111316497,20.95048559705467,20.509740464507683,20.574152760590156,46.86885365110762,0.9629998803138732,0.8841440677642822,Q1
SOBER.wav,zT3VfvAjvtk,3:58,맨정신,빅뱅,Q2,2015,0,1,0.1533424550430023,938.9384759505966,121.34967043801213,65.40639132514966,55.943279112862456,0.0099307708442211,74882112,0.721227601087243,C,major,0.9044189453125,4.936439168166574,0.4384675025939941,0.3531336188316345,0.3894223868846893,0.3498009145259857,0.4893220365047455,0.408507764339447,0.3618125319480896,0.4219870567321777,0.3892262876033783,0.4460586309432983,0.361791729927063,0.4212174117565155,0.7232769727706909,0.1060268470698543,-2.140177965164185,74.98583221435547,-3.293466567993164,23.63654327392578,5.509230613708496,11.642681121826172,0.2622929215431213,7.513523578643799,5.049427509307861,10.002025604248049,3.0727179050445557,3.8972246646881104,1.2013870477676392,18.97416308273626,14.481347083035132,18.18320319901029,17.17780910989477,18.16900587194466,16.879662024513394,47.386234134451186,0.9572884440422058,0.8879086971282959,Q1
삐딱하게 (Crooked).wav,ywoyAdPEyTg,3:45,삐딱하게,GD,Q2,2013,0,1,0.1942780417269159,879.2828262332335,106.86851352689663,65.40639132514966,41.46212220174699,0.0129108661785721,76434612,0.822585502619674,D,major,0.8816988468170166,2.592962306181897,0.3838076293468475,0.4449090361595154,0.5248057842254639,0.4340252578258514,0.4660982489585876,0.3542833924293518,0.3945561349391937,0.3806811273097992,0.4282721281051636,0.5359306335449219,0.4059548676013946,0.4782863259315491,0.6578648090362549,0.1328057925628744,2.6126298904418945,63.46060943603515,-2.1220862865448,23.10856819152832,1.4798333644866943,4.432906627655029,1.7383193969726562,8.443291664123535,0.4173453748226166,8.08690071105957,-0.2390869706869125,0.4771951138973236,1.8135747909545896,21.245664520019385,15.268549186464064,17.776142786745943,17.90136480240126,17.510982016208036,16.910485650885402,47.17304707874006,0.8582133054733276,0.8121938705444336,Q1
니가 뭔데 (Who You_).wav,VV2PwivrfOU,3:22,니가 뭔데,GD,Q2,2013,0,1,0.1324495677233429,212.1524484847478,573.9149106968482,65.40639132514966,508.5085193716985,0.0109289530664682,38956930,0.5227710778961304,C#,major,0.910603165626526,5.020322689577001,0.3717884123325348,0.4782381951808929,0.3318791389465332,0.368772804737091,0.2961868643760681,0.368374764919281,0.3190087378025055,0.3333456218242645,0.4476336538791656,0.3308013081550598,0.3348837196826935,0.2669369280338287,0.6680107116699219,0.1203504930655619,-56.98172378540039,79.60969543457031,-4.933850288391113,21.429611206054688,-0.9556039571762084,4.117927074432373,-4.605663776397705,6.195492267608643,-4.401043891906738,10.257405281066896,-0.0135826049372553,2.2723684310913086,4.044677257537842,19.805275192353655,16.439155112204947,20.039209946900517,18.608232852204026,19.03947137976016,18.192454012731115,49.29534624938426,0.9668996930122375,0.901978611946106,Q1
첫사랑.wav,_sQhN4dLC60,3:30,첫사랑,버스커버스커,Q3,2012,0,1,0.139933628318584,969.8061640985982,514.2619893669481,65.40639132514966,448.8555980417984,0.0084869274869561,55656724,0.6875019439810801,C,major,0.865552544593811,4.266770037524171,0.3894793689250946,0.2604654431343078,0.3527395725250244,0.3011355996131897,0.3989679217338562,0.2647294104099273,0.2974268496036529,0.4179853796958923,0.2710224092006683,0.3115093111991882,0.2318332642316818,0.3630281984806061,0.7706482410430908,0.0966363687430862,-39.644248962402344,100.17511749267578,-4.600089073181152,14.653162956237791,1.9529930353164673,10.992377281188965,2.0709939002990723,4.632920265197754,-2.080129861831665,8.316632270812988,-1.669469714164734,3.468594551086426,-2.270498514175415,20.90257250462,17.19867287566975,21.040659678003735,21.093334257930486,20.663718146587488,18.730539247006472,48.067063916090774,0.8723124265670776,0.8370143175125122,Q1
3. 사랑은 타이밍.wav,eoRV-cuLsCo,4:12,사랑은 타이밍,버스커버스커,Q3,2013,0,1,0.0954360679970436,625.8795224362494,149.39896882100535,65.40639132514966,83.9925774958557,0.0100109409540891,62689962,0.5393114403898076,A,major,0.8846824765205383,2.882088659618552,0.2573038637638092,0.3118099272251129,0.3116684556007385,0.3155196607112884,0.4309912621974945,0.3861814737319946,0.4705478847026825,0.3544414043426513,0.3601940870285034,0.4462311267852783,0.3302221000194549,0.362661212682724,0.7803942561149597,0.0791015173890197,-77.06869506835938,98.49154663085938,12.690020561218262,20.32943344116211,9.235050201416016,12.41258430480957,4.87978982925415,7.002601146697998,-2.580275535583496,7.577125549316406,0.5468966960906982,1.0238540172576904,-3.124333143234253,20.81143788922269,17.336595053326977,20.283744337916737,20.47866615569299,19.7346073217324,18.28295814495051,49.65920991560659,0.540734589099884,0.5231878757476807,Q1
1. 서울사람들.wav,zXKAS3zIp1s,3:27,서울사람들,버스커버스커,Q3,2012,0,1,0.1876548772246001,567.2478197483739,165.76853496220332,65.40639132514966,100.36214363705366,0.0064934128895401,62291718,0.7979359788363855,F,minor,0.9014140367507936,4.505781625667143,0.4631361961364746,0.3009899854660034,0.3229032456874847,0.4157247841358185,0.4003886580467224,0.4535655975341797,0.3508204519748688,0.4074255228042602,0.3880921304225921,0.351671814918518,0.4289661943912506,0.3999032378196716,0.6590619087219238,0.1275503042985469,10.430585861206056,82.70106506347656,-13.258862495422363,18.992902755737305,1.5460795164108276,8.657371520996094,-0.4028745889663696,1.4993377923965454,-2.849851131439209,3.816757917404175,-1.1567531824111938,1.1061933040618896,-3.4663243293762207,17.866963862948303,15.084902365365048,17.992328458663636,18.097468311022904,17.000768860259463,17.032665419651973,48.43214969495566,0.9192103147506714,0.867143452167511,Q1
Blood Sweat & Tears.wav,tuEZ_8HdnwQ,3:38,피 땀 눈물,BTS,Q3,2016,0,1,0.1647411210954215,540.9032043150055,96.31529725464738,65.40639132514966,30.90890592949772,0.0138119887560606,49653594,0.5734179228114084,C,minor,0.8383266925811768,4.535998679255673,0.5173819065093994,0.3505855202674866,0.4131104946136474,0.421460747718811,0.3246860802173614,0.430092841386795,0.3724058866500854,0.5216137766838074,0.4094761908054352,0.4185760021209717,0.4828634560108185,0.4293738901615143,0.7133626341819763,0.1767818922663938,2.4537441730499268,47.214595794677734,-5.274148464202881,13.845697402954102,4.576896667480469,8.158219337463379,-4.265330791473389,5.741217613220215,-2.1653976440429688,4.760185241699219,-1.0107704401016235,1.6395251750946045,-1.3001497983932495,21.161757231451677,15.44723182663957,17.838890883135825,16.795278468310787,17.59696665279801,16.583499496641892,47.80381866526023,0.9339861869812012,0.8916348218917847,Q1
쩔어.wav,qi3dicwdbdQ,4:01,쩔어,BTS,Q1,2015,2,0,0.1644577730482732,459.38950544553165,145.14587018501834,65.40639132514966,79.73947885986868,0.0153451720252633,46210554,0.4360443467164914,Bb,minor,0.936397910118103,4.279944318705765,0.4632643163204193,0.4795711636543274,0.3981554508209228,0.4253753423690796,0.4097056686878204,0.4902978539466858,0.3448413610458374,0.3189713060855865,0.3752457499504089,0.402574211359024,0.5081586837768555,0.424406349658966,0.771587073802948,0.1364119032359485,0.2426738440990448,52.04835891723633,-13.77125358581543,9.027112007141112,-2.982309341430664,1.6067726612091064,0.2165668308734893,6.006885051727295,0.6424596309661865,3.864524126052856,0.3861528038978576,3.718194007873535,-0.0373717956244945,21.547936984821604,14.542599421141434,17.067246876782075,17.199427661993592,17.993660333819747,17.18319441642884,47.295981447177375,0.8987064361572266,0.8440781831741333,Q1
아예 (AH YEAH).wav,B6QlcMCD2Ko,2:57,AH YEAH,WINNER,Q2,2019,0,1,0.1422198897927053,317.74245078103604,445.11255373284587,65.40639132514966,379.7061624076962,0.007419598288834,40478732,0.7046051076418977,G,major,0.96941077709198,2.483077874489818,0.2841591536998749,0.2824858725070953,0.4519597291946411,0.2955064475536346,0.3287910521030426,0.259402871131897,0.3935911953449249,0.52744060754776,0.328991174697876,0.3774276375770569,0.2988153398036957,0.3689985573291778,0.68968266248703,0.1337474862035882,-43.400535583496094,62.0721549987793,1.9311732053756712,14.622703552246094,-1.0662689208984375,1.699979305267334,-3.027533769607544,0.8078649640083313,-2.344144105911255,4.730878829956055,-5.410192012786865,-0.1447298228740692,-4.955046653747559,20.040484885480357,16.263285833918573,19.984717711733573,18.409704809808513,17.276009832628386,17.273635530188482,47.67880778107335,0.937402844429016,0.876798152923584,Q1
You don’t know love (촌스럽게 왜 이래 (YOU DON’T KNOW LOVE)).wav,-6D1nhqoAyY,3:27,촌스럽게 왜 이래,케이윌,Q2,2012,0,1,0.1335877862595419,763.2033727900372,502.5162292967395,65.40639132514966,437.10983797158985,0.0141630619764328,40455066,0.5147145524090014,C,major,0.902495503425598,4.124107537500533,0.439716637134552,0.3194723427295685,0.3906025886535644,0.3338377773761749,0.385448545217514,0.287740409374237,0.2244426161050796,0.2952013313770294,0.2516013085842132,0.3150827884674072,0.25758096575737,0.3683069050312042,0.6991604566574097,0.1111718267746913,-48.43583297729492,75.35428619384766,30.759410858154297,10.127769470214844,4.988707065582275,5.228895664215088,-7.621669769287109,6.670736789703369,-5.693065643310547,-1.365656852722168,-2.0544514656066895,-1.3195894956588743,-5.062270641326904,19.06612138868147,16.434397239061898,19.8393433778694,19.199495486203936,18.20170562903163,17.302591175828614,47.7205494940266,0.7852510809898376,0.6916967630386353,Q1
Please don’t… (이러지마 제발 (PLEASE DON’T…)).wav,x8UCXVZ6IWY,3:56,이러지마 제발,케이윌,Q3,2012,3,0,0.1522962962962963,465.7134924554185,535.48154601506,65.40639132514966,470.0751546899103,0.0134833892807364,63550332,0.6251458657868908,F#,minor,0.953488826751709,4.535562537489634,0.2884538471698761,0.3916096091270447,0.2589085698127746,0.229048416018486,0.2993612885475158,0.3607163727283478,0.4853224158287048,0.2910999357700348,0.3180932700634002,0.338954210281372,0.2719407975673675,0.3221333622932434,0.7517434358596802,0.0892742347117759,-66.21666717529297,86.77130126953125,19.87604522705078,14.999533653259276,6.411692142486572,12.254645347595217,0.1597455590963363,6.178011417388916,-4.411673545837402,-0.7004027366638184,-1.4892871379852295,-1.0635918378829956,-4.415716171264648,19.58492040854316,16.087144078090784,20.19484919371373,19.60414721539691,18.374533082773493,16.756585507103857,47.07874394109746,0.8113551139831543,0.7419084310531616,Q1
Love Equation (이별공식).wav,xvubar0cgH0,3:30,이별공식,빅스,Q3,2013,0,1,0.1164391164391164,175.14016009520506,361.54373841774776,65.40639132514966,296.13734709259813,0.0113535812124609,64854960,0.8066725737698202,Bb,major,0.9598212242126464,1.1654944404579286,0.3309875130653381,0.2773805558681488,0.3535464406013489,0.3538532853126526,0.3103029131889343,0.4683777987957001,0.3097449243068695,0.3263228237628937,0.2701030671596527,0.3910367488861084,0.502130389213562,0.3236192166805267,0.6909515857696533,0.110622938259657,-8.600132942199707,77.57518005371094,8.657569885253906,15.465478897094728,2.3436264991760254,9.460545539855955,-7.177696228027344,-0.1089374497532844,5.725097179412842,2.8435933589935303,-3.022572755813598,1.517958402633667,-0.6927337050437927,19.869021665448003,14.942257652525136,18.92071115517239,18.190429098207495,19.255034734473483,16.445423371868912,47.06377692683323,0.8801393508911133,0.8255812525749207,Q1
손대지마 (손대지마).wav,O8GCcI9CvBo,3:25,손대지마,에일리,Q2,2014,0,1,0.141785957736878,946.2291622491244,132.33275396903284,65.40639132514966,66.92636264388318,0.0112862950190901,69313818,0.9033606920161964,G,minor,0.8968798518180847,3.831836405123678,0.3929239809513092,0.3992425501346588,0.4849598705768585,0.3255586922168731,0.3219265043735504,0.3936624825000763,0.3972877860069275,0.4987131655216217,0.3708954453468323,0.378500372171402,0.4382505118846893,0.3631581664085388,0.6956485509872437,0.1195224518397807,-1.29340660572052,77.46849060058594,-7.496160507202148,21.959182739257812,7.8615264892578125,10.544318199157717,8.233015060424805,10.991579055786133,5.1817851066589355,10.878320693969728,-4.118649482727051,6.2606587409973145,1.666896939277649,17.090687204188583,14.177563457287402,17.261239783359567,18.612776014933463,19.026331903231487,18.23545702495964,48.85347846532586,0.7628068923950195,0.6928778886795044,Q1
U & I (U & I).wav,gx3yY8YpGYQ,3:15,U & I,에일리,Q2,2013,0,1,0.2107334525939177,825.9306521534287,385.26118901858945,65.40639132514966,319.85479769343976,0.0105290189385414,54825036,0.7877465257060381,D,minor,0.8974185585975647,3.659929179472747,0.4368813335895538,0.3694577813148498,0.4457835257053375,0.29657644033432,0.3425188958644867,0.3590543568134308,0.2992300689220428,0.3866041600704193,0.4013327062129974,0.5611141324043274,0.3183846771717071,0.3229609131813049,0.5927918553352356,0.1633673426134331,18.82532501220703,57.16279220581055,-2.9001054763793945,21.68582534790039,3.657143831253052,1.167671799659729,-0.8503349423408508,6.669167518615723,-2.2436468601226807,7.949487209320068,-7.137452125549316,2.218644380569458,-4.835339069366455,18.34397427548057,14.26703213634704,17.611420585895694,19.445536144262853,19.215840908942997,18.46318233706353,49.48856335408331,1.0108870267868042,0.9526944160461426,Q1
보여줄게 (보여줄게).wav,AeVsG5rfTjo,3:54,보여줄게,에일리,Q2,2012,0,1,0.2017874875868917,1011.6884185675444,178.6955271983718,65.40639132514966,113.28913587322214,0.0240878369659185,48022588,0.4775954941601831,G,minor,0.8791486024856567,4.488419427628076,0.4089601933956146,0.3027129173278808,0.3979994654655456,0.2622610032558441,0.217238649725914,0.2671398520469665,0.2549511194229126,0.3790815472602844,0.3005085289478302,0.4381128847599029,0.4438196718692779,0.2950619161128998,0.7003909349441528,0.1076877870531281,-51.05198287963867,89.0521011352539,-1.0311535596847534,18.795127868652344,6.000415325164795,2.9023823738098145,4.1858229637146,0.8195453882217407,-1.4094430208206177,3.384976625442505,-8.624798774719238,1.2243608236312866,-2.26649808883667,20.12501357510699,16.37283246200164,19.79602596615589,20.222491068453103,19.860358374331582,19.29015403160728,47.792047834108466,0.8675879836082458,0.7969659566879272,Q1
